Trip ID,Taxi ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Pickup Community Area,Dropoff Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid  Location
8b6ccfc2f6e52caf4f3e30dad9209a0fff6622cd,e78939aa02aa5c37e9d0dce81c2690d3de6675aa508e9a778e252dfb90c58aa467ca228a53e812b6f329e975b1428697f6d48dca3a9f9b5b4ee8f2384cf1849f,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,267,3.73,,,28,27,11.75,0.00,0.00,0.00,11.75,Cash,Patriot Taxi Dba Peace Taxi Associat,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.878914496,-87.70589713,POINT (-87.7058971305 41.8789144956)
8c03126cb0e7c206aec51e7c0a959c0d3c35c0ab,e39f9fb04c45fac83b35fbc9c36b68ba97cdf877dd76fd6a776827dd07af4ef7bff6a9d7c3863b34ad6f486e643ed00ec887d93d8d14849ab0d8ff366ce5aa9b,10/31/2021 12:45:00 AM,10/31/2021 01:15:00 AM,1437,0,,,24,77,33.09,7.41,0.00,0.00,40.50,Mobile,Flash Cab,41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941),41.9867118,-87.663416405,POINT (-87.6634164054 41.9867117999)
8deb47795a90bb4ef1d3d98a575ddd2b1f1809cc,843c876c8bec66414998bcfdf02f9a712fa8dd38d66867a3400fe8804492e412b9a18b50958f1ba7fa26aabd95e079ab1e7165b4395f99abadd678f922e487ab,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,720,2.8,,,7,8,10.50,0.00,0.00,0.00,10.50,Cash,Taxi Affiliation Services,41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
90070b6a14ef3c48d10ae5b9ab49235f07a12250,c380f12a04a89cc0e1ec1fb024710f170f212d5211635d812d345461e686bd2e285f0a0bdc5faa02bd15ce258e2df170c4ae86627bb88535522aa7b1addcc960,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,766,7.22,,,8,77,25.99,4.38,0.00,0.00,30.37,Mobile,City Service,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.9867118,-87.663416405,POINT (-87.6634164054 41.9867117999)
91111d1c36f534db1015bbd6c07be0f13b1c1e19,8193e58ab16cb38a3f58b187b3c836539baed5a2afb9bc27b64f06ab4d7ce20da73fda35529894218f64746f5305558c5ad77f229c3913fd442bf915880d2b76,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,1079,8.36,,,28,3,29.46,6.61,0.00,0.00,36.07,Mobile,City Service,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197)
917fa0d87f1e8d68109dd5e3a0993ed814af87bc,d159cef2134fb0f568e6627f0d09274ddaf38cd7b96bb1d22ba1a820ac89299c7157b7fa91e656943799b229c9b49f5e8c0fbb7073cfad9e0e97ddfc9e2972a6,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,781,0,,,28,8,15.97,1.00,0.00,0.00,16.97,Mobile,Flash Cab,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
91f40c6ee775ebf0cc9932d66b8e94787be69a6d,89bfd3f9c1a6014be246046cff548f19edbcb2030d129c98475f43f8bce58efd40f40cc69ca27e6665dbe596070ce5d196f77bc4449c9b1ee0b5647ac687abb5,10/31/2021 12:45:00 AM,10/31/2021 12:45:00 AM,120,0,,,56,56,4.00,0.00,0.00,4.00,8.00,Cash,Taxi Affiliation Services,41.79259236,-87.769615453,POINT (-87.7696154528 41.7925923603),41.79259236,-87.769615453,POINT (-87.7696154528 41.7925923603)
92ec25082c7cb9fd1aba525fb06b53f16d5978bd,e721bbad6011a0096c3d8b0b6ad61b4762e4ac3707938464452fc77cb22e28569b21054a82c6f080b4144a42b643bc644d5bd9fa25cbb61e1077371a0d2522b1,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,1249,4.08,,,24,6,15.25,2.00,0.00,0.00,17.75,Credit Card,Flash Cab,41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
9309631f10017e28e7cafd5d7faa87df29bb2cad,0aba795cd29b34ff868043bc923a341f37c4f6d7afabe4976e8038a55e86e1c936bf00ca16d3e21dad4c499b89560f480a4ec9a763131c97e94f4e5bed56612a,10/31/2021 12:45:00 AM,10/31/2021 12:45:00 AM,480,0.2,,,,10,12.75,0.75,0.00,1.00,14.50,Credit Card,Taxi Affiliation Services,,,,41.985015101,-87.804532006,POINT (-87.8045320063 41.9850151008)
973c162a6e11d0728b5754cd54e3864c8a262560,fea1ad3b44e1a049eb5b1f33d9c53ddd6cae02b095b6a16c8507d94624aab8dcfcaa2eb03f45242370f1dc88ce1f9fed5fff858de8ef863a30868f68a0626773,10/31/2021 12:45:00 AM,10/31/2021 01:15:00 AM,1680,0.7,,,76,77,33.50,7.80,0.00,5.00,46.30,Credit Card,Taxi Affiliation Services,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.9867118,-87.663416405,POINT (-87.6634164054 41.9867117999)
9749f3dcb9c805ecad6fad745e4b56f0ec0f4716,dff8b2296e1abd3c3470a2f0765b3f385f9a53c8df1cc314e899a81be2cfb6f52c61af660e6434c35e2c1a4ab2eeb004ab0027826471be4fff9a4648ef51e7a0,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,897,5.82,,,8,3,21.32,3.60,0.00,0.00,24.92,Mobile,Chicago Independents,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197)
a29740dc9998b30ee2cda10744d1ee821a3425bf,a79d72d3d49bed13558577cc0608caf7e8da5b9cee67b608b53567d1be89e0ad257654a59e271e1a0239e5ef4a926668d7edb9e1a798a7b1e6726b64113518c6,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,982,1.21,,,32,3,32.40,7.26,0.00,0.00,39.66,Mobile,Flash Cab,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197)
a31386b66545263465eff5af255c9c4b5ad1645d,abc6a27c471de3f0c4ee008660e4440072fe79fe782a7510ab433719c3203f3828c96483b97f5a5c801ddcef239c445737294c2f7bcc5401686d86b61d3c9029,10/31/2021 12:45:00 AM,10/31/2021 01:15:00 AM,2100,9.9,,,24,32,30.75,0.00,0.00,10.00,40.75,Cash,Medallion Leasin,41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
a45ef4a2da83bc53f94bf478d8e1c9c915733b4c,78acc8b3d6416687af307c51877d66d84d2f3ba1e04a16c6cd69669f3d52039d240938dc8fdcd9a2676b2b2fb537cf25534c5ded05de82d65f9159bfd907d559,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,480,2.8,,,8,33,9.50,2.00,0.00,0.00,11.50,Credit Card,Choice Taxi Association,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.857183858,-87.620334624,POINT (-87.6203346241 41.8571838585)
a4672fff1e7955db981ef6750a2a9d0e4c0467f7,77c6fba4d0a2da456dff78ca16b5415851191f103f2bc90b16e6a939ea07f0afce1298104481fbe8c9bf121872a5cdb5f3a890d7020dc2071ff4776934401ef4,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,721,3.59,,,24,8,12.50,0.00,0.00,1.00,13.50,Cash,Flash Cab,41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
a876d4c3e84406c4cc453929c592502d6d4f5392,8f4cde3f6d55c38289233d1679f415c6442273549398887146c6322c8410b29bb3b72514e950e4f7fd080c47f88a53fa8454f8662ae92f84de30fb3da315fa89,10/31/2021 12:45:00 AM,10/31/2021 01:15:00 AM,1754,10.53,,,6,29,33.19,7.44,0.00,0.00,40.63,Mobile,24 Seven Taxi,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.860190019,-87.7172201,POINT (-87.7172201 41.8601900192)
b1c987c52a4eb0585cc27f48bb99c78629ab91bb,4f7fd7c1ea16af4b1aaab270f6b0d7ddb68e9edd79b1b51ddb6311c63d792d4df306c4dda5ca258afdfdaea64778a161c2a5e381684b2683cbebb7404d1eaf23,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,895,2.67,17031080300,17031320600,8,32,17.55,3.96,0.00,0.00,21.51,Mobile,Chicago Independents,41.90749193,-87.63576009,POINT (-87.6357600901 41.9074919303),41.870607372,-87.622172937,POINT (-87.6221729369 41.8706073724)
b2d818b5cb2baa5687fa2fe4c066929c1b327abe,52ca9a97ddafa021d0588c76040babc4e8ddeb917c9dc4a15b72e7348617e0dd086b830349f04a33a5d29e5eee3dfb7ec11abc598e1748a2b70b497662558f96,10/31/2021 12:45:00 AM,10/31/2021 01:15:00 AM,1351,7.93,,,8,60,23.00,3.52,0.00,0.00,27.02,Credit Card,Flash Cab,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.836150155,-87.648787952,POINT (-87.6487879519 41.8361501547)
b3f3b552e935a468f9f08b39bf00fa7a3d8e1381,c3ebfce9cb4f64d18d29e3e416e9f64dfe671eb8226d44719da28eff8fb2204be6684d86097d4ebc3eb951e8e21977035ecbcc5d96bce6105af21c56d794322a,10/31/2021 12:45:00 AM,10/31/2021 01:15:00 AM,1391,4.27,17031833000,17031081403,28,8,40.00,0.00,0.00,0.00,40.00,Cash,Globe Taxi,41.88528132,-87.6572332,POINT (-87.6572331997 41.8852813201),41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259)
b42e1de8d1507c9a36601b9966237d133c9e6f04,5af45eaec078152b0be7971172bb74df2e875424eff12da61af867d30848554ac365fe8272ad32bcfaaa354b7ed2f726dd6eea4d20e1155dad44168d2bdd277c,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,843,3.1,,,24,6,11.75,3.31,0.00,1.00,16.56,Credit Card,24 Seven Taxi,41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
b54cc2f7d9405aa6be7a7daab463de2be5e53772,40a5f28a4cc32b84ae18b3d21790daaf5801a655cf993ff609e996440fd43d43c559b8e4e780a2acee2e36babd1153d0ef527dccdfe4657e5e35cd1b63565417,10/31/2021 12:45:00 AM,10/31/2021 01:15:00 AM,1440,0,,,60,16,31.75,0.00,0.00,0.00,31.75,Unknown,Taxi Affiliation Services,41.836150155,-87.648787952,POINT (-87.6487879519 41.8361501547),41.953582125,-87.72345239,POINT (-87.7234523905 41.9535821253)
b6c7d73eae69be6a0425a77f139d3b9372909598,3094cc6f6fb0f6ffa1a796cf2726e797f05edbde1863b87c5af33271659f6d728e3cee329677246856520be243244e6c1a578ec525526ebc91ae3461e51b14d5,10/31/2021 12:45:00 AM,10/31/2021 12:45:00 AM,707,6.9,,,76,11,18.75,4.85,0.00,5.00,29.10,Mobile,Sun Taxi,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.978829526,-87.771166703,POINT (-87.771166703 41.9788295262)
b70ccb947b089be3d3aafd1ce92187997f25dcdc,a794ce0e20adbd37537a89f6594db731a9fb48ddf73eb7a4be03f9d3e256c8411cbb0278a7b53219c1781e1cba2c3fef7d7e5ab4161b4c034a46724b41c35d7d,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,666,0.59,17031061000,17031080300,6,8,15.46,3.49,0.00,0.00,18.95,Mobile,Flash Cab,41.949220914,-87.651970395,POINT (-87.6519703953 41.9492209135),41.90749193,-87.63576009,POINT (-87.6357600901 41.9074919303)
b7a47e343bd264470ddd77c66d3e345118bca47c,d2c2d4128d6597a3b6db0bd0efa96e9914be3994f861bb17e50ad7fc458df68ab9d4ed2026ce6ef4e80874c993dd5c7a5a8779fbe04510495f793f7bebc31d21,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,878,4.23,,,28,35,13.75,0.00,0.00,1.00,14.75,Prcard,Flash Cab,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.835117986,-87.618677767,POINT (-87.6186777673 41.8351179863)
beb1d62089f095df4936e226616f063238a1c163,f1595f3f9536df1d8d7df672cb3f0835fe79e1754f6c7acd273b2db33a056a721e175d114136088b9ee178d5cdead7cb834e38424d89250e960eb2155b526020,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,1159,0,,,6,32,23.03,5.18,0.00,0.00,28.21,Mobile,Flash Cab,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
c0506d269ffe7cdd751ff84c1b2746d96b46419f,268adf547f9027a7e3272f0c2ca392dba34fd3e2e1fd4adf868ba868605cb2948221a4eb23ccda3ebe05996a32f12138f82a0b981c5c7baa75f76075d7f4b975,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,940,0,,,8,6,19.77,3.34,0.00,0.00,23.11,Mobile,Flash Cab,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
c0a2d655638c4e0d934866738264f8cc33a432a4,9a8899dcdf0d6b8a716018392bed8c6dafe929b0b7ea7d2699742d9dc84a2755dffbcfab23f3c730acfdb729bde6a509479084b3eb294f0aa17c4672e6058bfb,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,1055,7.49,,,7,35,25.47,5.72,0.00,0.00,31.19,Mobile,City Service,41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843),41.835117986,-87.618677767,POINT (-87.6186777673 41.8351179863)
c1b6ddef4268874cbbf21d4f1749dbf132a67f1e,750481a932f9191960616c9eb1ffc8e1a225dcb0451a4a2f74f11f594c95c9453d079361b42f21ddb6b4f4759a4e45205952df55a90f37250695268f3f8dc19c,10/31/2021 12:45:00 AM,10/31/2021 01:15:00 AM,1749,11.57,,,8,2,30.50,0.00,0.00,0.00,30.50,Prcard,Flash Cab,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),42.001571027,-87.695012589,POINT (-87.6950125892 42.001571027)
c3e00f1720c9dfcce99c289499746b71160ed1d5,3c78ec6128025b407c704e1432f7d3f6dc51cb35236a9c99b23959698e2544ced002f128cafe07b3320e53f550b3ea8b3708d46e277616407b9c1ad91b3ee004,10/31/2021 12:45:00 AM,10/31/2021 12:45:00 AM,204,0.9,,,3,3,5.25,1.00,0.00,0.00,6.75,Credit Card,Sun Taxi,41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197),41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197)
c50b46d8464dc1a797a621c1493bfd5ba8f381fd,7cb607b940a690e65b20dec20182d2646d3306f725130c6567b45dff33b1d5b065399e33615a630057f59f9c6e9c8d019c2797dcaa8020e19af7fceaa71f3d2a,10/31/2021 12:45:00 AM,10/31/2021 01:15:00 AM,1200,3.7,,,8,5,14.00,3.10,0.00,1.00,18.60,Credit Card,Globe Taxi,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.947791586,-87.683834942,POINT (-87.6838349425 41.9477915865)
c5a2f43e4cd450f6990e80936cf631c8cb12354c,12f6dc49f676b830a5b2c718a872f31d784c5e94aae68c50a3a4d01fa7f038d1d87ace17ae6c110d5cb7a40c288b0d67f7b1e7c8590b76466d8d42c1cb2ec418,10/31/2021 12:45:00 AM,10/31/2021 01:15:00 AM,1095,6.63,,,6,24,22.85,2.57,0.00,0.00,25.42,Mobile,24 Seven Taxi,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941)
c654eb5be0cad1ac32d3470af37ffa4dc44dce43,5f88daef22c65f61d051338809a96d6bc7f471c4e2cd73a6a5cb0058dd3affb03f82eb2a344695f5cfb9da95399827a5fb8bcdcbdfedda9612bee3fd71b1537c,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,1200,12.3,,,76,21,31.50,0.00,0.00,4.00,35.50,Cash,U Taxicab,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.938666196,-87.711210593,POINT (-87.7112105933 41.9386661962)
c9fdff48cbf8a0ac01f72e20c54a91545281dba2,7e7c8866e9fc3cc3993f99301a61766a02088a197334db1f4d7a0ed952a59e6f6888b8c7a38786cbcaac98124bdc64dd5604cb1208bd5004527c539b7f6d1230,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,1064,7.73,,,8,31,22.25,4.75,0.00,1.00,28.50,Credit Card,Flash Cab,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.850266366,-87.667569312,POINT (-87.667569312 41.8502663663)
ca55dcee5a19bc0204bc9dd1cfb7f9f0666a4b82,9fba6769e05fbc6ed6d35fadbe7c4b13907439ba4c06e678e7d85b967ac9d3ac15b26924199492a83d7dfd9e6efa044c683d88971c5807947748a72c0acae60e,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,1141,3.6,,,8,,13.25,2.21,0.00,1.00,16.96,Credit Card,Setare Inc,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),,,
cc4915366d3a67b6d744f8d84250312dc04f0212,29989ab0c650f868ed42f4b438415773fc469a6dd1b38f9b9e83e53a24b1b99f61d8e7144ce5add1dfb6b1ddf32969f021e9b590d5fde90598752f42c01127a8,10/31/2021 12:45:00 AM,10/31/2021 01:15:00 AM,1385,6.48,,,6,8,21.22,4.78,0.00,0.00,26.00,Mobile,Sun Taxi,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
cd50dbcc452d7126b1e15c652d42be11fb37d084,f55fc54d4cd33400f3960410558b28108a78da1268285021da293dd5984ea3d97ee1dd2e97eb7d5f2bd73720c68a71bb5902c92daa7969b07a3c23aae4db68f5,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,862,0,,,6,22,15.91,3.60,0.00,0.00,19.51,Mobile,Flash Cab,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.92276062,-87.699155343,POINT (-87.6991553432 41.9227606205)
d008ae81462e491957f233aff4ae9d67353996cb,9dbc9017d66ff7ca48ae4ac833e8fdc0d3f35333516071f01b82eb14b0290d66c038097b0c336d8b46067da9111ebcdc08fc6d17b71a736b31d01d8ca14a7d9e,10/31/2021 12:45:00 AM,10/31/2021 01:15:00 AM,1800,15.4,,,76,,38.00,8.70,0.00,5.00,51.70,Credit Card,Top Cab Affiliation,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),,,
d0618b05d71a1fd980da41bb38b92269c5054b89,fdb16324f07e66dd7338161569ae6991f89e38884bac4a530dfdce01b1704d9d1f8cdd1348cfb85d3c234cddbb9d73a2bd69fd57e449b4d6928de0856bc60cac,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,482,1.46,,,8,8,7.50,0.00,0.00,0.00,7.50,Cash,Sun Taxi,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
d0f2da2603153b94dd0b9d8ee653c8ab68cb5ef2,cf39200ae52386dfa52be5a8e1da54653690fac9fba627c56b2de87a6450d7cff76ef0f185f95771e8564e67f6e77e98df376659f7264226baa946aec4ee1cc0,10/31/2021 12:45:00 AM,10/31/2021 12:45:00 AM,243,0.76,,,8,8,5.25,3.00,0.00,0.00,8.75,Credit Card,Flash Cab,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
d2406a7823a1624b75ba39ef0091ec70054381dc,1506b7c792a49f118f114fbe4ca4ef163ef3db18b8e1e44da6e6ec1d3b4d67b499780ab65c99f35ae8833ae74fbfc1b764f40ea8b6b76f5ddcb16ae005eeed0b,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,1260,6.7,,,32,22,20.25,3.00,0.00,0.00,23.25,Credit Card,Taxi Affiliation Services,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.92276062,-87.699155343,POINT (-87.6991553432 41.9227606205)
d54c07e2219814140e2f138ec663f4b13b57cb6a,89bfd3f9c1a6014be246046cff548f19edbcb2030d129c98475f43f8bce58efd40f40cc69ca27e6665dbe596070ce5d196f77bc4449c9b1ee0b5647ac687abb5,10/31/2021 12:45:00 AM,10/31/2021 01:15:00 AM,1080,0.7,,,56,40,31.25,0.00,0.00,4.00,35.25,Cash,Taxi Affiliation Services,41.79259236,-87.769615453,POINT (-87.7696154528 41.7925923603),41.792357223,-87.61793138,POINT (-87.6179313803 41.7923572233)
d638d0882ef7275fa0f73fd8b38686cd0111ecf2,b96f0ba0e44d7ebbd86bcd1a4e7c527f21cc512f511baeed8ce0c234dd39ce2d3fb0757c209120ae6efe9aa1bf16286fecfc68ece587a511713fd0004e4fae35,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,540,0.1,17031833000,17031320100,28,32,8.00,0.00,0.00,2.00,10.00,Cash,Taxi Affiliation Services,41.88528132,-87.6572332,POINT (-87.6572331997 41.8852813201),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918)
d76201051de0ee644132d0589793c2df97498cd4,c4a594a1f522860a7f91aca9a3cccbef723a1178f1fde92ea31bdb1fae73aa7b96e17e25603e962dc3081c1368d353502ecb5de1b0f2ad25cc0169aa07310f3d,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,750,2.07,,,8,8,10.33,1.77,0.00,0.00,12.10,Mobile,Globe Taxi,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
d7b361a09bdc8267f7d59c469a6a7d61a03983a0,cce8c54f19d692acc5dd45d391a8bb964d15af67f314d1ac81e0597f105a70ad12935afa9487766eef90a6f8f0f3d09e6a8877e99b01d21035a05b4a16e985c4,10/31/2021 12:45:00 AM,10/31/2021 12:45:00 AM,300,0.7,,,8,8,5.50,2.00,0.00,0.00,7.50,Credit Card,Taxi Affiliation Services,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
d7dac140bad7d1f621da792217a6da7cf297ef5e,141074afe6aae95a4613cde037b5ed73011d4d19017b59d970600d380294700d5ef4a72d0e7b050b68e1138a6e7ab1ebd82768c68b4d18bcb116d3990afecab0,10/31/2021 12:45:00 AM,10/31/2021 12:45:00 AM,660,0,,,32,8,9.50,2.50,0.00,1.00,13.00,Credit Card,Taxi Affiliation Services,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
daf6332cda314f06c49af24a7abac4cc74fe318b,80193e7babc58ee168728917eaf9e1a3f386ff05b48d7a55910c21dae566a17ae06397207b164a115bb048071666a7ca9cc8041347ecef7fd2efb500ce35639e,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,945,1.08,,,8,8,9.25,4.00,0.00,0.00,13.75,Credit Card,Flash Cab,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
db36236cd3b0a99bf85982655ec4ea392a015c81,ca83178fa4ea3bcd66fe18442103abfb68222d7a44086870f2a2ad16a8ae091062277415b3eb36b5208e701f033ff98c5a3a1ec47abe044b0c475d49e7bb1950,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,1779,16.57,,,6,,42.50,1.00,0.00,1.00,45.00,Mobile,Flash Cab,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),,,
dd375e9dc07cc5cd38d365f1591006578567a8a6,37da7d7608ce5cabc79e71369ed7f4a34f350b462ba406969c13c88fecc665dd61cf66deacad90f9f300db97c976fb78e29ac7017c1b57ff2e47838d097e8013,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,900,4.3,,,76,,14.50,4.75,0.00,4.00,23.25,Credit Card,312 Medallion Management Corp,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),,,
de85a5a9dac41ff166b433f5361145b4cffa0780,a38d173f3d3a362a9622b11153393dced7724f53b9c20c0a1798ffda7f9d5ab17e47d7450cefad8fc1a8a26a049c111d79ddef1f7eda0de14bebaff2043ca27d,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,878,4.98,,,6,8,16.00,2.78,0.00,2.00,21.28,Credit Card,Flash Cab,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
debcc445febae332ff04c321a011a041560f7167,49d226e40bf779a8ba34d280971ff8396b1afab2cdbb92323479ef8a51d4ed6d8582ee13b686c1ab1fad470c05713a2ce49cb183b5f44f1202518736afb69a7d,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,798,0,,,7,8,14.98,3.39,0.00,0.00,18.37,Mobile,Flash Cab,41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
e2629654fefd342a2d1ae5ba34c72581a4db7eb4,cb3bd991c2f7932527ef9d5f341674dfba53745f25fe3e05ded26ff578785bca01360ef8eed19863aff2222ef99561737af9d9a331981586e43c57b1d485c8e8,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,840,0.2,,,8,22,12.75,0.00,0.00,0.00,12.75,Cash,Blue Ribbon Taxi Association Inc.,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.92276062,-87.699155343,POINT (-87.6991553432 41.9227606205)
e2cec640265db265725c1155693c5bc4746caca6,53c712575d7763eef95e1bd0c056f1d6c55b65bc3a2161458eb806b8e5d6581a310bf1d7172a4d2ed09e4678a315fafd058a3647928f79beb42e64c498e2836a,10/31/2021 12:45:00 AM,10/31/2021 01:00:00 AM,1260,0,,,76,28,42.50,5.00,0.00,4.00,51.50,Credit Card,Taxi Affiliation Services,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383)
e3adfb58a3129bf38f81a01919a34f456459ef04,2b35ab2108b3fac599b7123c729632c4df95b70bab75e4dc188505bb992f49226dcc074a70a2f7fe42d0983322f6c1e0dd286e6e979ff527064c66e4be629444,10/31/2021 12:45:00 AM,10/31/2021 01:15:00 AM,1380,1,17031980000,17031833000,76,28,41.75,9.25,0.00,4.00,55.00,Credit Card,Taxi Affiliation Services,41.97907082,-87.903039661,POINT (-87.9030396611 41.9790708201),41.88528132,-87.6572332,POINT (-87.6572331997 41.8852813201)
e3cdd10268104e6a0f1e266c080a8297a1d4bb86,a6dda627be96fe26d3b2b06015a2a60358b81f91ca6c3aee0c57221142952355362b0a87ca56eb33f5f3e3ee585162913667098260eafef74759a7233178bbe1,10/31/2021 12:45:00 AM,10/31/2021 12:45:00 AM,457,1.27,,,7,6,7.00,0.00,0.00,1.50,9.00,Mobile,Flash Cab,41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
